Date,Timestamp,Event_Log,Event_Log_Num,resetWallCountperEpisode,resetTotalCountperEpisode,reset00CountperEpisode,reset01CountperEpisode,resetbetCountperEpisode
20211015142315.225,179.7978,,,5,5,0
20211015142321.051,359.6178,,,6,6,0
20211015142326.824,539.4378,,,6,6,0
20211015142332.592,719.2578,,,7,7,0
20211015142338.408,899.0778,,,7,7,0
20211015142344.077,1078.8980,,,6,6,0
20211015142349.899,1258.7180,,,4,4,0
20211015142354.636,1438.5380,,,6,6,0
20211015142358.916,1618.3580,,,8,8,0
20211015142403.851,1798.1780,,,7,7,0
20211015142409.735,1977.9980,,,8,8,0
20211015142415.678,2157.8180,,,7,7,0
20211015142421.474,2337.6380,,,8,8,0
20211015142427.173,2517.4580,,,7,7,0
20211015142432.915,2697.2780,,,8,8,0
20211015142438.809,2877.0980,,,6,6,0
20211015142444.496,3056.9180,,,7,7,0
20211015142450.306,3236.7380,,,7,7,0
20211015142455.425,3416.5580,,,6,6,0
20211015142459.680,3596.3780,,,6,6,0
20211015142504.520,3776.1980,,,7,7,0
20211015142510.425,3956.0180,,,9,9,0
20211015142516.283,4135.8380,,,7,7,0
20211015142522.203,4315.6580,,,7,7,0
20211015142528.140,4495.4780,,,7,7,0
20211015142534.008,4675.2980,,,6,6,0
20211015142540.005,4855.1180,,,5,5,0
20211015142545.946,5034.9380,,,8,8,0
20211015142551.900,5214.7580,,,7,7,0
20211015142557.791,5394.5780,,,7,7,0
20211015142603.815,5574.3970,,,8,8,0
20211015142609.939,5754.2180,,,5,5,0
20211015142615.876,5934.0380,,,6,6,0
20211015142621.783,6113.8580,,,8,8,0
20211015142627.779,6293.6780,,,7,7,0
20211015142633.566,6473.4980,,,9,9,0
20211015142639.551,6653.3180,,,5,5,0
20211015142645.607,6833.1380,,,5,5,0
20211015142651.501,7012.9580,,,6,6,0
20211015142657.714,7192.7780,,,4,4,0
20211015142703.618,7372.5980,,,7,7,0
20211015142710.185,7552.4170,,,6,6,0
20211015142716.268,7732.2380,,,6,6,0
20211015142722.242,7912.0580,,,8,8,0
20211015142728.269,8091.8770,,,5,5,0
20211015142734.143,8271.6970,,,8,8,0
20211015142740.555,8451.5180,,,8,8,0
20211015142746.655,8631.3380,,,8,8,0
20211015142752.366,8811.1570,,,7,7,0
20211015142758.154,8990.9780,,,7,7,0
20211015142758.155,8990.9780,TotalRsetMean6.700],2
20211015142758.155,8990.9780,UserbetResetMean0.000],5
