Date,Timestamp,Event_Log,Event_Log_Num,resetWallCountperEpisode,resetTotalCountperEpisode,reset00CountperEpisode,reset01CountperEpisode,resetbetCountperEpisode
20211015134400.832,179.7978,,,10,10,0
20211015134406.252,359.6178,,,8,8,0
20211015134411.590,539.4378,,,8,8,0
20211015134417.275,719.2578,,,7,7,0
20211015134422.596,899.0778,,,11,11,0
20211015134427.722,1078.8980,,,6,6,0
20211015134432.883,1258.7180,,,8,8,0
20211015134437.868,1438.5380,,,9,9,0
20211015134442.938,1618.3580,,,12,12,0
20211015134448.138,1798.1780,,,9,9,0
20211015134453.255,1977.9980,,,8,8,0
20211015134458.281,2157.8180,,,9,9,0
20211015134503.450,2337.6380,,,8,8,0
20211015134507.870,2517.4580,,,10,10,0
20211015134511.693,2697.2780,,,12,12,0
20211015134516.074,2877.0980,,,7,7,0
20211015134521.144,3056.9180,,,9,9,0
20211015134526.159,3236.7380,,,9,9,0
20211015134531.277,3416.5580,,,8,8,0
20211015134536.205,3596.3780,,,9,9,0
20211015134541.237,3776.1980,,,28,28,0
20211015134546.310,3956.0180,,,23,23,0
20211015134551.764,4135.8380,,,59,59,0
20211015134557.013,4315.6580,,,7,7,0
20211015134602.638,4495.4780,,,9,9,0
20211015134607.177,4675.2980,,,10,10,0
20211015134611.202,4855.1180,,,9,9,0
20211015134616.509,5034.9380,,,37,37,0
20211015134622.049,5214.7580,,,10,10,0
20211015134627.330,5394.5780,,,9,9,0
20211015134632.505,5574.3970,,,7,7,0
20211015134637.532,5754.2180,,,8,8,0
20211015134642.787,5934.0380,,,11,11,0
20211015134647.934,6113.8580,,,8,8,0
20211015134653.190,6293.6780,,,8,8,0
20211015134658.342,6473.4980,,,8,8,0
20211015134703.482,6653.3180,,,9,9,0
20211015134708.644,6833.1380,,,10,10,0
20211015134713.806,7012.9580,,,9,9,0
20211015134718.993,7192.7780,,,9,9,0
20211015134724.061,7372.5980,,,7,7,0
20211015134729.214,7552.4170,,,8,8,0
20211015134734.305,7732.2380,,,9,9,0
20211015134739.509,7912.0580,,,9,9,0
20211015134744.600,8091.8770,,,9,9,0
20211015134749.645,8271.6970,,,9,9,0
20211015134754.791,8451.5180,,,10,10,0
20211015134759.719,8631.3380,,,10,10,0
20211015134804.800,8811.1570,,,9,9,0
20211015134809.878,8990.9780,,,9,9,0
20211015134809.880,8990.9780,TotalRsetMean11.080],2
20211015134809.880,8990.9780,UserbetResetMean0.000],5
